,Unnamed: 0,English Name,Arabic Name,Column2,Column3
0,0,Aaouainat,,Akkar,Akkar
1,1,Aidamoun shikhlar,,Akkar,Akkar
2,2,Aïn-Yacoub,,Akkar,Akkar
3,3,Aïn El-Zeit,عين الزيت,Akkar,Akkar
4,4,Aïn Tanta,عين تنتا,Akkar,Akkar
5,5,Akkar El-Atika,,Akkar,Akkar
6,6,Akroum,اكروم,Akkar,Akkar
7,7,Al-Abboudié,العبده,Akkar,Akkar
8,8,Al-Amara,,Akkar,Akkar
9,9,Al-Hissa,,Akkar,Akkar
10,10,Al-Jédidé,,Akkar,Akkar
11,11,Al-Kharnoubé,الخرنوب,Akkar,Akkar
12,12,Al-Khraibé,الخريبه,Akkar,Akkar
13,13,Al-Khraibé (Kousha),,Akkar,Akkar
14,14,Al-Kleiat,,Akkar,Akkar
15,15,Al-Kneissé,الكنيسه,Akkar,Akkar
16,16,Al-Massoudié,,Akkar,Akkar
17,17,Al-Mehamra,المحمرة,Akkar,Akkar
18,18,Al-Moukaiteh,,Akkar,Akkar
19,19,Al-Mouzeihmé,صيدا حي مار نقولا,Akkar,Akkar
20,20,Al-Rihanié,الريحان,Akkar,Akkar
21,21,Al-Roumoul,,Akkar,Akkar
22,22,Al-Sammounié,,Akkar,Akkar
23,23,Al-Semmakié,,Akkar,Akkar
24,24,Al-Semmakli,,Akkar,Akkar
25,25,Al-Souaissé,,Akkar,Akkar
26,26,Al-Zoureiribe,,Akkar,Akkar
27,27,Al Moghrak,,Akkar,Akkar
28,28,Andeket,عندقت,Akkar,Akkar
29,29,Arida,,Akkar,Akkar
30,30,Arka,عرقا,Akkar,Akkar
31,31,Barbara,,Akkar,Akkar
32,32,Barcha,,Akkar,Akkar
33,33,Bazbina,بزبينا,Akkar,Akkar
34,34,Bebnine,ببنين,Akkar,Akkar
35,35,Beino,بينو,Akkar,Akkar
36,36,Beit-El-Haouche,,Akkar,Akkar
37,37,Beit-Ghattas,,Akkar,Akkar
38,38,Beit Ayoub,,Akkar,Akkar
39,39,Beit Mallat,بيت ملات,Akkar,Akkar
40,40,Beit Younes,بيت يونس,Akkar,Akkar
41,41,Berkayel,برقايل,Akkar,Akkar
42,42,Bkarzala,بقرزلا,Akkar,Akkar
43,43,Bzal,بزال,Akkar,Akkar
44,44,Chakdouf,,Akkar,Akkar
45,45,Chane,شان,Akkar,Akkar
46,46,Charbila,شربيلا,Akkar,Akkar
47,47,Cheikh Mohamed,,Akkar,Akkar
48,48,Cheikh Taba Montagne,,Akkar,Akkar
49,49,Cheikh Taba Plaine,,Akkar,Akkar
50,50,Cheikh Zennad Tal Bibé,,Akkar,Akkar
51,51,Cheir Homeirine,,Akkar,Akkar
52,52,Chikhlar,شيخلار,Akkar,Akkar
53,53,Dabbabiyé Charkié,,Akkar,Akkar
54,54,Dahr-Leyciné,,Akkar,Akkar
55,55,Dahr el-Kneissé,,Akkar,Akkar
56,56,Dahr Haddara,,Akkar,Akkar
57,57,Danbou,,Akkar,Akkar
58,58,Daoucé et Baghdadi,,Akkar,Akkar
59,59,Daoura,,Akkar,Akkar
60,60,Dayret Nahr El-Kébir,,Akkar,Akkar
61,61,Deir-Daloum,,Akkar,Akkar
62,62,Deir-Janine,,Akkar,Akkar
63,63,Deirine,,Akkar,Akkar
64,64,Denké et El-Amriyeh,,Akkar,Akkar
65,65,Douair Adouiyé,دوير عدويه,Akkar,Akkar
66,66,Edbel,عدبل,Akkar,Akkar
67,67,El-Armeh,,Akkar,Akkar
68,68,El-Bardé,,Akkar,Akkar
69,69,El-Biré,البيره,Akkar,Akkar
70,70,El-Borge,البرج,Akkar,Akkar
71,71,El-Daghlé,الدغلي,Akkar,Akkar
72,72,El-Ghozaili,,Akkar,Akkar
73,73,El-Haouchab,,Akkar,Akkar
74,74,El-Hed,الهد,Akkar,Akkar
75,75,El-Houaïche,الحوش,Akkar,Akkar
76,76,El-Kantara,,Akkar,Akkar
77,77,El-Karkaf,القرقف,Akkar,Akkar
78,78,El-Kneissé,,Akkar,Akkar
79,79,El-Korné,,Akkar,Akkar
80,80,El-Kouachra,,Akkar,Akkar
81,81,El-Koubayet,القبيات,Akkar,Akkar
82,82,El-Kousseir,القصير,Akkar,Akkar
83,83,El-Krayat,القريات,Akkar,Akkar
84,84,El-Msallé,,Akkar,Akkar
85,85,El-Nfeicé,,Akkar,Akkar
86,86,El-Tleil,التليل,Akkar,Akkar
87,87,ElAyoune,العين,Akkar,Akkar
88,88,Eyoune-El-Ghouzlane,,Akkar,Akkar
89,89,Fneidek,فنيدق,Akkar,Akkar
90,90,Freidice,فريديس,Akkar,Akkar
91,91,Fseikine et Aïn Achma,,Akkar,Akkar
92,92,Habchite,حبشيت,Akkar,Akkar
93,93,Halba,حلبا,Akkar,Akkar
94,94,Harare,حرار,Akkar,Akkar
95,95,Haytla,هيتلا,Akkar,Akkar
96,96,Hayzouk,حيزوق,Akkar,Akkar
97,97,Hekr el Dahiri,,Akkar,Akkar
98,98,Hmais,حميص,Akkar,Akkar
99,99,Hnaïder,حنيدر,Akkar,Akkar
100,100,Homeira,,Akkar,Akkar
101,101,Iate,,Akkar,Akkar
102,102,Ilate,ايلات,Akkar,Akkar
103,103,Janine,,Akkar,Akkar
104,104,Jebrâil,جبرايل,Akkar,Akkar
105,105,Jedeidet-El-Kayteh,,Akkar,Akkar
106,106,Jouret Srar,,Akkar,Akkar
107,107,Kaabarine,,Akkar,Akkar
108,108,Kachlak,قشلق,Akkar,Akkar
109,109,Kafr Malka,,Akkar,Akkar
110,110,Karem-Asfour-El-Nahrieh,,Akkar,Akkar
111,111,Katté,,Akkar,Akkar
112,112,Kboula,قبولا,Akkar,Akkar
113,113,Kefr El-Ftouh,كفر الفتوح,Akkar,Akkar
114,114,Kfar Harra,,Akkar,Akkar
115,115,Kfarnoune,كفرنون,Akkar,Akkar
116,116,Kfartun,كفرتون,Akkar,Akkar
117,117,Khalsa,,Akkar,Akkar
118,118,Kherbet Char,خربة شار,Akkar,Akkar
119,119,Kherbet Daoud,,Akkar,Akkar
120,120,Khirbet Er Remmane,,Akkar,Akkar
121,121,Khreibet Aakkar,,Akkar,Akkar
122,122,Kloud El-Bakia,قلود الباقية,Akkar,Akkar
123,123,Kobbet Bchamra,قبة بشمرا,Akkar,Akkar
124,124,Koueikhat,كويخات,Akkar,Akkar
125,125,Kroum Arabe,كروم عرب,Akkar,Akkar
126,126,litige,,Akkar,Akkar
127,127,Machha,مشحا,Akkar,Akkar
128,128,Machta Hammoud,مشتى حمود,Akkar,Akkar
129,129,Machta Hassan,مشتى حسن,Akkar,Akkar
130,130,Majdel,,Akkar,Akkar
131,131,Majdla,مجدلا,Akkar,Akkar
132,132,Mar Touma,مار توما,Akkar,Akkar
133,133,Mazraat Baldé,مزرعة بلده,Akkar,Akkar
134,134,Mazraet-El-Nahrieh,,Akkar,Akkar
135,135,Mechaïlha Hakour,,Akkar,Akkar
136,136,Merlayet Melhem,,Akkar,Akkar
137,137,Michmiche,,Akkar,Akkar
138,138,Mimnih,,Akkar,Akkar
139,139,Minyara,,Akkar,Akkar
140,140,Mounjez,منجز,Akkar,Akkar
141,141,Mqaibleh,,Akkar,Akkar
142,142,Noura El-Faouka et Tahta,,Akkar,Akkar
143,143,Omar el-Beikate,عمار البيكات,Akkar,Akkar
144,144,Ouadi El-Jamous,,Akkar,Akkar
145,145,Ouadi Khaled,,Akkar,Akkar
146,146,Qabbait,قبعيت,Akkar,Akkar
147,147,Qarha,,Akkar,Akkar
148,148,Rahbé,رحبه,Akkar,Akkar
149,149,Rmah,رماح,Akkar,Akkar
150,150,Saadine,سعدين,Akkar,Akkar
151,151,Sadaka,,Akkar,Akkar
152,152,Safiné-El-Kayteh,,Akkar,Akkar
153,153,Saïdnaya,,Akkar,Akkar
154,154,Saïssouk,سيسوق,Akkar,Akkar
155,155,Sfeinite El-Dreibe,سفينة الدريب,Akkar,Akkar
156,156,Shadra,,Akkar,Akkar
157,157,Sindianet Zeidan,,Akkar,Akkar
158,158,Srar,سرار,Akkar,Akkar
159,159,Tal Abbas El-Charkié,,Akkar,Akkar
160,160,Tal Abbas El-gharbié,,Akkar,Akkar
161,161,Tal Biré,,Akkar,Akkar
162,162,Tal Homeira,,Akkar,Akkar
163,163,Tal Kerri,,Akkar,Akkar
164,164,Tal Sibhel,,Akkar,Akkar
165,165,Tellé et Chattaha,,Akkar,Akkar
166,166,Tikrite,تكريت,Akkar,Akkar
167,167,Tshea,,Akkar,Akkar
168,168,Wadi el-Haour,وادي الحور,Akkar,Akkar
169,169,Zouk-El-Habalça,,Akkar,Akkar
170,170,Zouk-El-Hosmieh et Dahr Ayasse,,Akkar,Akkar
171,171,Zouk el Moukachérine,,Akkar,Akkar
172,172,Al-Rihanié,الريحان,Minieh-Danieh,Akkar
173,173,Addous,,Baalbeck,Baalbak - Hermel
174,174,Aïn Bourday,عين بورضاي,Baalbeck,Baalbak - Hermel
175,175,Aïn El-Beniyé,,Baalbeck,Baalbak - Hermel
176,176,Aïn El-Jaouzé,,Baalbeck,Baalbak - Hermel
177,177,Aïn Séa et Chadourah,,Baalbeck,Baalbak - Hermel
178,178,Aïnata,عيناتا,Baalbeck,Baalbak - Hermel
179,179,Al-Aïne,,Baalbeck,Baalbak - Hermel
180,180,Al-Fakiat,,Baalbeck,Baalbak - Hermel
181,181,Al-Khodré,,Baalbeck,Baalbak - Hermel
182,182,Al-Labouat,اللبوة,Baalbeck,Baalbak - Hermel
183,183,Al-Nabi Chite,,Baalbeck,Baalbak - Hermel
184,184,Al-Nabi Osman,النبي عثمان,Baalbeck,Baalbak - Hermel
185,185,Al-Qa Bayoun,,Baalbeck,Baalbak - Hermel
186,186,Al-Qa El-Benjakie,,Baalbeck,Baalbak - Hermel
187,187,Al-Qa Jouar Mekie,,Baalbeck,Baalbak - Hermel
188,188,Al-Qa Wadi El-Khanzir,,Baalbeck,Baalbak - Hermel
189,189,Al-Saïdat,,Baalbeck,Baalbak - Hermel
190,190,Al-Taybat,,Baalbeck,Baalbak - Hermel
191,191,Arsale,,Baalbeck,Baalbak - Hermel
192,192,Baalbek,,Baalbeck,Baalbak - Hermel
193,193,Bachwat,بشوات,Baalbeck,Baalbak - Hermel
194,194,Bait Chama,بيت شاما,Baalbeck,Baalbak - Hermel
195,195,Barka,,Baalbeck,Baalbak - Hermel
196,196,Bednayel,بدنايل,Baalbeck,Baalbak - Hermel
197,197,Bouday,بوداي,Baalbeck,Baalbak - Hermel
198,198,Brital,,Baalbeck,Baalbak - Hermel
199,199,Btédy,,Baalbeck,Baalbak - Hermel
200,200,Chaat,,Baalbeck,Baalbak - Hermel
201,201,Chaïbé,,Baalbeck,Baalbak - Hermel
202,202,Chemistar,,Baalbeck,Baalbak - Hermel
203,203,Chlifa,شليفا,Baalbeck,Baalbak - Hermel
204,204,Conflict,,Baalbeck,Baalbak - Hermel
205,205,Couvent St Maron,,Baalbeck,Baalbak - Hermel
206,206,Dair El-Ahmar,دير الاحمر,Baalbeck,Baalbak - Hermel
207,207,Dar El-Ouassia,,Baalbeck,Baalbak - Hermel
208,208,Douress,,Baalbeck,Baalbak - Hermel
209,209,El-Ram,الرام,Baalbeck,Baalbak - Hermel
210,210,Haddet,,Baalbeck,Baalbak - Hermel
211,211,Ham,حام,Baalbeck,Baalbak - Hermel
212,212,Haouch el Nabi,,Baalbeck,Baalbak - Hermel
213,213,Haouche Al-Sonaid,,Baalbeck,Baalbak - Hermel
214,214,Haouche Barada,حوش بردى,Baalbeck,Baalbak - Hermel
215,215,Haouche El-Dahab,,Baalbeck,Baalbak - Hermel
216,216,Haouche el-Rafika,,Baalbeck,Baalbak - Hermel
217,217,Haouche El-Tal Safyat,,Baalbeck,Baalbak - Hermel
218,218,Harbta,حربتا,Baalbeck,Baalbak - Hermel
219,219,Hizzine,حزين,Baalbeck,Baalbak - Hermel
220,220,Hourtala,,Baalbeck,Baalbak - Hermel
221,221,Jabba,,Baalbeck,Baalbak - Hermel
222,222,Jaboulé et Al-Bijage,,Baalbeck,Baalbak - Hermel
223,223,Jenta,,Baalbeck,Baalbak - Hermel
224,224,Karha,قرحا,Baalbeck,Baalbak - Hermel
225,225,Kfar Dabache,,Baalbeck,Baalbak - Hermel
226,226,Kfardan,كفردان,Baalbeck,Baalbak - Hermel
227,227,Khreibé,,Baalbeck,Baalbak - Hermel
228,228,Knaissat,,Baalbeck,Baalbak - Hermel
229,229,Ksarnaba,قصرنبا,Baalbeck,Baalbak - Hermel
230,230,litige,,Baalbeck,Baalbak - Hermel
231,231,Maaraboun,معربون,Baalbeck,Baalbak - Hermel
232,232,Majdeloun,مجدلون,Baalbeck,Baalbak - Hermel
233,233,Maqné,مقنه,Baalbeck,Baalbak - Hermel
234,234,Mazraet Beit Mcheik,,Baalbeck,Baalbak - Hermel
235,235,Mikrak,مقراق,Baalbeck,Baalbak - Hermel
236,236,Misraya,,Baalbeck,Baalbak - Hermel
237,237,Nabha,,Baalbeck,Baalbak - Hermel
238,238,Nabi Sbate,,Baalbeck,Baalbak - Hermel
239,239,Nahlé,نحله,Baalbeck,Baalbak - Hermel
240,240,Oummouchki,,Baalbeck,Baalbak - Hermel
241,241,Ras Baalbek El-Charki,,Baalbeck,Baalbak - Hermel
242,242,Ras Baalbek El-Sahl,,Baalbeck,Baalbak - Hermel
243,243,Riha,ريحا,Baalbeck,Baalbak - Hermel
244,244,Sbouba,,Baalbeck,Baalbak - Hermel
245,245,Serraaine El Faouka,,Baalbeck,Baalbak - Hermel
246,246,Serraaine El Tahta,,Baalbeck,Baalbak - Hermel
247,247,Slouky,,Baalbeck,Baalbak - Hermel
248,248,Talia,طليا,Baalbeck,Baalbak - Hermel
249,249,Tamnine-el-Fauqa,,Baalbeck,Baalbak - Hermel
250,250,Tamnine El-Tahta,تمنين التحتا,Baalbeck,Baalbak - Hermel
251,251,Taraya,,Baalbeck,Baalbak - Hermel
252,252,Tfeil,طفيل,Baalbeck,Baalbak - Hermel
253,253,Yahfoufa,يحفوفا,Baalbeck,Baalbak - Hermel
254,254,Yamouné,,Baalbeck,Baalbak - Hermel
255,255,Yât,,Baalbeck,Baalbak - Hermel
256,256,Younine,,Baalbeck,Baalbak - Hermel
257,257,Zaboud,زبود,Baalbeck,Baalbak - Hermel
258,258,Al-Kharayeb,الخرايب,Hermel,Baalbak - Hermel
259,259,Conflict,,Hermel,Baalbak - Hermel
260,260,El-Méaisseri,,Hermel,Baalbak - Hermel
261,261,Halbata,حلبتا,Hermel,Baalbak - Hermel
262,262,Hermel,,Hermel,Baalbak - Hermel
263,263,Hermel Charbine,,Hermel,Baalbak - Hermel
264,264,Hermel Djebab,,Hermel,Baalbak - Hermel
265,265,Hermel Zighrine,,Hermel,Baalbak - Hermel
266,266,Michaa Mrajhiné,,Hermel,Baalbak - Hermel
267,267,Ouadi El-Osse,,Hermel,Baalbak - Hermel
268,268,Ouadi Faara,,Hermel,Baalbak - Hermel
269,269,Ras-Baalbek - Wadi Faara,,Hermel,Baalbak - Hermel
270,270,Ras Baalbek El-Gharbi,,Hermel,Baalbak - Hermel
271,271,Achrafieh,الاشرفية,Beirut,Beirut
272,272,Ain el-Mreissé,,Beirut,Beirut
273,273,Bachoura,الباشورة,Beirut,Beirut
274,274,Beirut Central District,,Beirut,Beirut
275,275,Mazraa,,Beirut,Beirut
276,276,Medawar,,Beirut,Beirut
277,277,Minet el-Hosn,ميناء الحصن,Beirut,Beirut
278,278,Moussaytbeh,,Beirut,Beirut
279,279,Port,,Beirut,Beirut
280,280,Ras Beyrouth,رأس بيروت,Beirut,Beirut
281,281,Remeil,الرميل,Beirut,Beirut
282,282,Saifé,,Beirut,Beirut
283,283,Zoukak el-Blatt,زقاق البلاط,Beirut,Beirut
284,284,Aïha,,Rachiaya,Bekaa
285,285,Aïn Aata,عين عطا,Rachiaya,Bekaa
286,286,Aïn Arab,,Rachiaya,Bekaa
287,287,Aïn Horché,,Rachiaya,Bekaa
288,288,Aïta El-Fokhar,عيتا الفخار,Rachiaya,Bekaa
289,289,Akabé,,Rachiaya,Bekaa
290,290,Bakka,بكا,Rachiaya,Bekaa
291,291,Bakkifa,بكيفا,Rachiaya,Bekaa
292,292,Beit Lahia,بيت لهيا,Rachiaya,Bekaa
293,293,Conflict,,Rachiaya,Bekaa
294,294,Dahr El-Ahmar,ضهر الاحمر,Rachiaya,Bekaa
295,295,Deir El-Achayer,,Rachiaya,Bekaa
296,296,El-Biré,البيره,Rachiaya,Bekaa
297,297,El-RafidE,الرفيد,Rachiaya,Bekaa
298,298,Haouche El-Kannabé,,Rachiaya,Bekaa
299,299,Héloua,,Rachiaya,Bekaa
300,300,Kaoukaba,كوكبا,Rachiaya,Bekaa
301,301,Kfar Dinès,,Rachiaya,Bekaa
302,302,Kfar Kouk,,Rachiaya,Bekaa
303,303,Kfar Mechké,,Rachiaya,Bekaa
304,304,Kherbet Rouha,خربة روحا,Rachiaya,Bekaa
305,305,litige,,Rachiaya,Bekaa
306,306,Majdel Balhice,,Rachiaya,Bekaa
307,307,Mazraet el-Selasata,,Rachiaya,Bekaa
308,308,Mdoukha,مدوخا,Rachiaya,Bekaa
309,309,Mohaïdcé,,Rachiaya,Bekaa
310,310,Nabi Safa,,Rachiaya,Bekaa
311,311,Rachaya El-Wadi,,Rachiaya,Bekaa
312,312,Tannoura,,Rachiaya,Bekaa
313,313,Yanta,ينطا,Rachiaya,Bekaa
314,314,Aïn-el-Tiné,عين التينة,West Bekaa,Bekaa
315,315,Aïn-Zebdé,,West Bekaa,Bekaa
316,316,Aïtanit,عيتنيت,West Bekaa,Bekaa
317,317,Al-Djeziré,,West Bekaa,Bekaa
318,318,Al-Istable,,West Bekaa,Bekaa
319,319,Al-Khiara,,West Bekaa,Bekaa
320,320,Al-Marje,المرج,West Bekaa,Bekaa
321,321,Al-Sawiré,الصويري,West Bekaa,Bekaa
322,322,Al-Wakf,الوقف,West Bekaa,Bekaa
323,323,"Ammik et ""Jouret Ammik""",,West Bekaa,Bekaa
324,324,Ana,عانا,West Bekaa,Bekaa
325,325,Baaloul,بعلول,West Bekaa,Bekaa
326,326,Bab Mareh,,West Bekaa,Bekaa
327,327,"Chouberkié ""Ammik""",,West Bekaa,Bekaa
328,328,Dair Tahmiche,,West Bekaa,Bekaa
329,329,Dakoué,,West Bekaa,Bekaa
330,330,Deir-Aïn-el-Jaouzé,,West Bekaa,Bekaa
331,331,El-Karaoun,القرعون,West Bekaa,Bekaa
332,332,Ghazzé,غزه,West Bekaa,Bekaa
333,333,Hamara,,West Bekaa,Bekaa
334,334,Haouche-el-Harimé,,West Bekaa,Bekaa
335,335,Harime-el-Soughra,,West Bekaa,Bekaa
336,336,Jib Jénine,جب جنين,West Bekaa,Bekaa
337,337,Kamed-el-Lauze,,West Bekaa,Bekaa
338,338,Kefraya,كفريا,West Bekaa,Bekaa
339,339,Kélia,قليا,West Bekaa,Bekaa
340,340,Kherbet Kanafar,خربة قنافار,West Bekaa,Bekaa
341,341,Khiara-el-Atika,,West Bekaa,Bekaa
342,342,Lala,لالا,West Bekaa,Bekaa
343,343,Lebbaya,لبايا,West Bekaa,Bekaa
344,344,Loucia,لوسيا,West Bekaa,Bekaa
345,345,Machghara,,West Bekaa,Bekaa
346,346,Maïdoune,ميدون,West Bekaa,Bekaa
347,347,Mansoura,,West Bekaa,Bekaa
348,348,n.a. (4),,West Bekaa,Bekaa
349,349,Saghbine,صغبين,West Bekaa,Bekaa
350,350,Sohmor,سحمر,West Bekaa,Bekaa
351,351,Soltan-Yacoub,,West Bekaa,Bekaa
352,352,Tal Zenoub,تل ذنوب,West Bekaa,Bekaa
353,353,Yohmor,يحمر,West Bekaa,Bekaa
354,354,Zellaya,زلايا,West Bekaa,Bekaa
355,355,Ablah,ابلح,Zahleh,Bekaa
356,356,Aïn Kfar Zabed,,Zahleh,Bekaa
357,357,Al-Ali-Nahri,,Zahleh,Bekaa
358,358,Al-Mazraa,المزرعة,Zahleh,Bekaa
359,359,Al-Nabi Aïla,,Zahleh,Bekaa
360,360,Al-Nasriyé,,Zahleh,Bekaa
361,361,Anjar,,Zahleh,Bekaa
362,362,Bar-Elias,بر الياس,Zahleh,Bekaa
363,363,Bouerije,بوارج,Zahleh,Bekaa
364,364,Chouberkié  Tabet,,Zahleh,Bekaa
365,365,Chtaura,,Zahleh,Bekaa
366,366,Conflict,,Zahleh,Bekaa
367,367,Dair-el-Ghazel,,Zahleh,Bekaa
368,368,Delhamié,دلهميه,Zahleh,Bekaa
369,369,Fourzol,,Zahleh,Bekaa
370,370,Haouche-al-Omara (Terres),,Zahleh,Bekaa
371,371,Haouche-el-Ghanam,,Zahleh,Bekaa
372,372,Haouche Hala,حوش حالا,Zahleh,Bekaa
373,373,Haouche Kaissar,,Zahleh,Bekaa
374,374,Haouche Sayadi,,Zahleh,Bekaa
375,375,Hizzerta,حزرتا,Zahleh,Bekaa
376,376,Hochemoche,,Zahleh,Bekaa
377,377,Jditah,,Zahleh,Bekaa
378,378,Kaa-el-Rime,,Zahleh,Bekaa
379,379,Kab Elias,,Zahleh,Bekaa
380,380,Kfar Zabed,,Zahleh,Bekaa
381,381,Koussaya,,Zahleh,Bekaa
382,382,Ksara,,Zahleh,Bekaa
383,383,Maallaka (Terres),,Zahleh,Bekaa
384,384,Maazraat-el-Ramtanieh,,Zahleh,Bekaa
385,385,Maksé,مكسه,Zahleh,Bekaa
386,386,Mandara,,Zahleh,Bekaa
387,387,Massa,ماسا,Zahleh,Bekaa
388,388,Mejdel-Anjar,,Zahleh,Bekaa
389,389,Mreijat,مريجات,Zahleh,Bekaa
390,390,Nasriyat Rizk,,Zahleh,Bekaa
391,391,Niha,نيحا,Zahleh,Bekaa
392,392,Rait,رعيت,Zahleh,Bekaa
393,393,Rayak,رياق,Zahleh,Bekaa
394,394,Saïd Neil,,Zahleh,Bekaa
395,395,Tal-al-Amara,,Zahleh,Bekaa
396,396,Tal-el-Akhdar,,Zahleh,Bekaa
397,397,Talabaya,,Zahleh,Bekaa
398,398,Tanaïl,,Zahleh,Bekaa
399,399,Tchiflik Eddé,,Zahleh,Bekaa
400,400,Tchiflik Kikano,,Zahleh,Bekaa
401,401,Terbol,تربل,Zahleh,Bekaa
402,402,Touaité,,Zahleh,Bekaa
403,403,Wadi-el-Arayeche,,Zahleh,Bekaa
404,404,Wadi-el-Dalam,,Zahleh,Bekaa
405,405,Zahlé (Terres),,Zahleh,Bekaa
406,406,Zahlé Al-Rassié,,Zahleh,Bekaa
407,407,Zahlé Barbara,,Zahleh,Bekaa
408,408,Zahlé Haouche Al-Oumara,,Zahleh,Bekaa
409,409,Zahlé Haouche Al-Zaraané,,Zahleh,Bekaa
410,410,Zahlé Maallaka Kerek,,Zahleh,Bekaa
411,411,Zahlé Mar Antonios,,Zahleh,Bekaa
412,412,Zahlé Mar Elias,,Zahleh,Bekaa
413,413,Zahlé Mar Gérios,,Zahleh,Bekaa
