,Column1,Village Name,English Name,District Name,Mohafaza
447,447,الجاهلية,,الشوف,جبل لبنان
448,448,الجميليه,,الشوف,جبل لبنان
449,449,الجيه,El Jiyeh,الشوف,جبل لبنان
450,450,الدامور,,الشوف,جبل لبنان
451,451,الدبية,,الشوف,جبل لبنان
452,452,الرميله,,الشوف,جبل لبنان
453,453,الزعرورية,,الشوف,جبل لبنان
454,454,البنيه,El-Bennayé,عاليه,جبل لبنان
455,455,البوار,El-Bouar,كسروان,جبل لبنان
456,456,السمقانية,,الشوف,جبل لبنان
457,457,الفواره,,الشوف,جبل لبنان
458,458,الكحلونية,,الشوف,جبل لبنان
459,459,الكنيسة,,الشوف,جبل لبنان
460,460,البياض,El-Biyad,صور,الجنوب
461,461,البيره,El-Biré,قضاءي البقاع الغربي وراشيا,البقاع
462,462,البيره,El-Biré,عكار,عكار
463,463,البيره,El-Biré,الشوف,جبل لبنان
464,464,المحتقره دير المخلص,,الشوف,جبل لبنان
465,465,المطله,,الشوف,جبل لبنان
466,466,المغيريه,,الشوف,جبل لبنان
467,467,التل,El-Tellé,مدينة طرابلس,الشمال
468,468,التليل,El-Tleil,عكار,عكار
469,469,الناعمه,,الشوف,جبل لبنان
470,470,الوردانية,El-Wardaniyeh,الشوف,جبل لبنان
471,471,الورهانية,,الشوف,جبل لبنان
472,472,بريح,,الشوف,جبل لبنان
473,473,بعذران,,الشوف,جبل لبنان
474,474,بعقلين التحتا,,الشوف,جبل لبنان
475,475,بعقلين الفوقا,,الشوف,جبل لبنان
476,476,بقعاتا,,الشوف,جبل لبنان
477,477,الجديده,Al-Jdeidé,قضاءي بعلبك والهرمل,بعلبك والهرمل
478,478,الجديده,Al-Jdeidé,عكار,عكار
479,479,الجرمق,El-Jarmak,جزين,الجنوب
480,480,جباع,,الشوف,جبل لبنان
481,481,الجليليه,El-Jleiliyeh,الشوف,جبل لبنان
482,482,جدرا - وادي الزينة,,الشوف,جبل لبنان
483,483,الجوار,El-Jouar,المتن,جبل لبنان
484,484,جديدة الشوف,,الشوف,جبل لبنان
485,485,حارة الناعمه,,الشوف,جبل لبنان
486,486,حارة بعاصير,,الشوف,جبل لبنان
487,487,دير دوريت,,الشوف,جبل لبنان
488,488,الحازميه,El-Hazmieh,بعبدا,جبل لبنان
489,489,شحيم حي البدوي,,الشوف,جبل لبنان
490,490,شحيم حي البيادر,,الشوف,جبل لبنان
491,491,شحيم حي الجامع,,الشوف,جبل لبنان
492,492,شحيم حي السهله,,الشوف,جبل لبنان
493,493,شحيم حي الشريفة,,الشوف,جبل لبنان
494,494,شحيم حي الوسطاني,,الشوف,جبل لبنان
495,495,شحيم حي شحرور,,الشوف,جبل لبنان
496,496,الحرف,El-Harf,جزين,الجنوب
497,497,عين الاسد والشميس,,الشوف,جبل لبنان
498,498,عين الحور,,الشوف,جبل لبنان
499,499,الحصون,El-Hsoune,جبيل,جبل لبنان
500,500,الحصين,El-Hossein,كسروان,جبل لبنان
501,501,عين وزين,,الشوف,جبل لبنان
502,502,كفر قطره,,الشوف,جبل لبنان
503,503,كفرحي,,الشوف,جبل لبنان
504,504,كفرنبرخ,,الشوف,جبل لبنان
505,505,كليليه,,الشوف,جبل لبنان
506,506,مجدل المعوش,,الشوف,جبل لبنان
507,507,الحوش,El-Houaïche,قضاءي البقاع الغربي وراشيا,البقاع
508,508,مرج برجا,,الشوف,جبل لبنان
509,509,مزموره,,الشوف,جبل لبنان
510,510,الخاربه,El-Kharbé,جبيل,جبل لبنان
511,511,الخرايب,Al-Kharayeb,قضاءي بعلبك والهرمل,بعلبك والهرمل
512,512,الخرايب,Al-Kharayeb,قرى صيدا,الجنوب
513,513,الخرنوب,Al-Kharnoubé,الضنية,الشمال
514,514,الخريبه,Al-Khraibé,قضاءي بعلبك والهرمل,بعلبك والهرمل
515,515,الخريبه,Al-Khraibé,الشوف,جبل لبنان
516,516,الخريبه,Al-Khraibé,بعبدا,جبل لبنان
517,517,وادي بنحليه,,الشوف,جبل لبنان
518,518,وادي دير دوريت,,الشوف,جبل لبنان
519,519,الحازمية,,الضنية,الشمال
520,520,الروضة,,الضنية,الشمال
521,521,السفيرة,,الضنية,الشمال
522,522,القطين,,الضنية,الشمال
523,523,الخله,El-Khellé,المتن,جبل لبنان
524,524,الخلوات,El-Khalouat,قضاءي مرجعيون وحاصبيا,النبطية
525,525,الخلوات,El-Khalouat,بعبدا,جبل لبنان
526,526,القمامين,,الضنية,الشمال
527,527,المطل,,الضنية,الشمال
528,528,بحويتا,,الضنية,الشمال
529,529,بخعون,,الضنية,الشمال
530,530,بقرصونه,,الضنية,الشمال
531,531,بيت الفقس,Beit-El-Faks,الضنية,الشمال
532,532,حرف السياد,,الضنية,الشمال
533,533,حقل العزيمه,Haql el Aazimé,الضنية,الشمال
534,534,عزقي,,الضنية,الشمال
535,535,الدغلي,El-Daghlé,عكار,عكار
536,536,عيمار,,الضنية,الشمال
537,537,عين التينة,Aïn-El-Tiné,الضنية,الشمال
538,538,قزحيا,,الضنية,الشمال
539,539,الدليبه,El-Dleibé,بعبدا,جبل لبنان
540,540,كرم المهر,,الضنية,الشمال
541,541,كفربنين,,الضنية,الشمال
542,542,كهف الملول,Kahf-El-Malloul,الضنية,الشمال
543,543,مراح السريج,Mrah-el-Sreige,الضنية,الشمال
544,544,الديشونيه,El-Dechouniyeh,المتن,جبل لبنان
545,545,الديمان,El-Dimane,بشري,الشمال
546,546,مراح السفيرة,,الضنية,الشمال
547,547,الرام,El-Ram,قضاءي بعلبك والهرمل,بعلبك والهرمل
548,548,الرامة,Aramté,عكار,عكار
549,549,الراموط,El-Ramout,جبيل,جبل لبنان
550,550,مزرعة القرين,Mazraet-El-Kreine,الضنية,الشمال
551,551,نمرين,,الضنية,الشمال
552,552,الرفيد,El-RafidE,قضاءي البقاع الغربي وراشيا,البقاع
553,553,اجد عبرين,,الكورة,الشمال
554,554,البحصاص,,الكورة,الشمال
555,555,الرمليه,El-Ramliyeh,عاليه,جبل لبنان
556,556,حارة الخاصة,,الكورة,الشمال
557,557,دار بعشتار,Dar Bechtar,الكورة,الشمال
558,558,زغرتا المتاولة,Zghorta el-Métaoulé,الكورة,الشمال
559,559,ضهر العين,,الكورة,الشمال
560,560,الريحان,Al-Rihanié,جزين,الجنوب
561,561,ضهور الهوا,,الكورة,الشمال
562,562,فيع,Fih,الكورة,الشمال
563,563,كفر صارون,Kfar Saroun,الكورة,الشمال
564,564,اميون شرقي,Amioune,الكورة,الشمال
565,565,اميون غربي,Amioune,الكورة,الشمال
566,566,بترومين,Beitroumine,الكورة,الشمال
567,567,بتعبوره,Btaaboura,الكورة,الشمال
568,568,كفرعقا,Kfar Akka,الكورة,الشمال
569,569,كفرحاتا,Kfar Hatta,الكورة,الشمال
570,570,كفر قاهل,Kfar Kahel,الكورة,الشمال
571,571,الزغرين,El-Zeghrine,قضاءي بعلبك والهرمل,بعلبك والهرمل
572,572,الزغرين,El-Zeghrine,المتن,جبل لبنان
573,573,الزلقا,El-Zalka,المتن,جبل لبنان
574,574,راس مسقا الجنوبية,Ras Maska,الكورة,الشمال
575,575,راس مسقا الشمالية,Ras Maska,الكورة,الشمال
576,576,ابو ميزان,,المتن,جبل لبنان
577,577,البوشريه,,المتن,جبل لبنان
578,578,الجديدة,,المتن,جبل لبنان
579,579,السفري,Al-Sfiré,قضاءي بعلبك والهرمل,بعلبك والهرمل
580,580,الخنشاره,,المتن,جبل لبنان
581,581,السفيله,El-Sfailé,المتن,جبل لبنان
582,582,الدكوانه,,المتن,جبل لبنان
583,583,الدوار,,المتن,جبل لبنان
584,584,الرابية,,المتن,جبل لبنان
585,585,الشاويه والقنيطره,"Chaouié, Knaitré et Mar gergesse Bhurdok",المتن,جبل لبنان
586,586,الشوير,,المتن,جبل لبنان
587,587,الضبيه,,المتن,جبل لبنان
588,588,العيرون,,المتن,جبل لبنان
589,589,الغابه,,المتن,جبل لبنان
590,590,الفريكه,El Freiké,المتن,جبل لبنان
591,591,القعقور,,المتن,جبل لبنان
592,592,المتين,El Mtein,المتن,جبل لبنان
593,593,المحيدثة,,المتن,جبل لبنان
594,594,المسقى,,المتن,جبل لبنان
595,595,المشرع,,المتن,جبل لبنان
596,596,المكلس,Mkallesse,المتن,جبل لبنان
597,597,النقاش,Naccache,المتن,جبل لبنان
598,598,بحر صاف,,المتن,جبل لبنان
599,599,بسكنتا جنوبي,Baskinta,المتن,جبل لبنان
600,600,بسكنتا شمالي,Baskinta,المتن,جبل لبنان
601,601,بعبدات,,المتن,جبل لبنان
602,602,بيت الشعار,,المتن,جبل لبنان
603,603,بيت الككو,Beit El Koukou,المتن,جبل لبنان
604,604,بيت شباب تحتاني,,المتن,جبل لبنان
605,605,بيت شباب فوقاني,,المتن,جبل لبنان
606,606,جل الديب,Jal-el-Dib,المتن,جبل لبنان
607,607,جورة البلوط,Jouret-El-Ballout,المتن,جبل لبنان
608,608,زوق الخراب ومار يوسف,,المتن,جبل لبنان
609,609,ساقية المسك,,المتن,جبل لبنان
610,610,سد البوشريه,,المتن,جبل لبنان
611,611,سن الفيل حي البلده,,المتن,جبل لبنان
612,612,سن الفيل حي الجديد,,المتن,جبل لبنان
613,613,سن الفيل حي الحرج,,المتن,جبل لبنان
614,614,سن الفيل حي جسر الباشا,,المتن,جبل لبنان
615,615,ضهر الصوان,Dahr El Souwan,المتن,جبل لبنان
616,616,عمارة شلهوب,Wata Amaret Chalhoub,المتن,جبل لبنان
617,617,عوكر,,المتن,جبل لبنان
618,618,عين التفاحة,Aïn-el-Teffaha,المتن,جبل لبنان
619,619,الصفرا,EL-Safra,كسروان,جبل لبنان
620,620,الصوانه,El-Souané,جبيل,جبل لبنان
621,621,عين الخروبه,Aïn-El-Kharroubé,المتن,جبل لبنان
622,622,الصويري,Al-Sawiré,قضاءي البقاع الغربي وراشيا,البقاع
623,623,عين السنديانه,Aïn-El-Sindiané,المتن,جبل لبنان
624,624,عين الصفصاف,Aïn-El-Safsaf,المتن,جبل لبنان
625,625,الطيبه,Al-Taïbé,قضاءي بعلبك والهرمل,بعلبك والهرمل
626,626,الطيبه,Al-Taïbé,قضاءي مرجعيون وحاصبيا,النبطية
627,627,الطيري,El-Taïri,بنت جبيل,النبطية
628,628,عين القبو ودير مار سمعان,,المتن,جبل لبنان
629,629,عين سعادة,Aïn-Saâdé,المتن,جبل لبنان
630,630,عين علق,Aïn-Alak,المتن,جبل لبنان
631,631,العباديه,El-Abadiyeh,بعبدا,جبل لبنان
632,632,العبده,Al-Abboudié,عكار,عكار
633,633,العذرا,El-Azra,كسروان,جبل لبنان
634,634,عينطوره,,المتن,جبل لبنان
635,635,قرنة الحمرا,Kornet-El-Hamra,المتن,جبل لبنان
636,636,كفرتيه,,المتن,جبل لبنان
637,637,العطشانه,El-Atchané,المتن,جبل لبنان
638,638,مار شعيا والمزكه,,المتن,جبل لبنان
639,639,مار موسى الدوار,Mar Mousa-El-Douar,المتن,جبل لبنان
640,640,مزرعة بنابيل,,المتن,جبل لبنان
641,641,مزرعة يشوع,Mazraet Yachou,المتن,جبل لبنان
642,642,العلالي,El-Alaly,البترون,الشمال
643,643,مزهر ومجدوب,,المتن,جبل لبنان
644,644,الريحانية,,المنية,الشمال
645,645,المنية,,المنية,الشمال
646,646,النبي يوشع,,المنية,الشمال
647,647,برج اليهودية,,المنية,الشمال
648,648,العيون,ElAyoune,عكار,عكار
649,649,العيون,ElAyoune,المتن,جبل لبنان
650,650,الدوير,,النبطية,النبطية
651,651,الشرقية,,النبطية,النبطية
652,652,الغابون,El-Ghaboun,عاليه,جبل لبنان
653,653,النبطية التحتا حي البياض,,النبطية,النبطية
654,654,الغباطيه,El-Ghabbatieh,جزين,الجنوب
655,655,النبطية التحتا حي السراي,,النبطية,النبطية
656,656,النبطية التحتا حي المسيحيين,,النبطية,النبطية
657,657,الغينه,El-Ghuiné,كسروان,جبل لبنان
658,658,النبطية التحتا حي الميدان,,النبطية,النبطية
659,659,النبطية الفوقا,,النبطية,النبطية
660,660,النميريه,,النبطية,النبطية
661,661,انصار,,النبطية,النبطية
662,662,بريقع,,النبطية,النبطية
663,663,جباع,,النبطية,النبطية
664,664,جرجوع,,النبطية,النبطية
665,665,الفريديس,El-Fraïdice,الشوف,جبل لبنان
666,666,حومين الفوقا,Houmine-el-Faouka,النبطية,النبطية
667,667,زوطر الشرقية,,النبطية,النبطية
668,668,زوطر الغربية,,النبطية,النبطية
669,669,سيني,,النبطية,النبطية
670,670,صير الغربية,,النبطية,النبطية
671,671,عين بوسوار,Aïn-Boussouar,النبطية,النبطية
672,672,عين قانا,Aïn-Kana,النبطية,النبطية
673,673,القبيات,El-Koubayet,عكار,عكار
674,674,قعقعية الجسر,,النبطية,النبطية
675,675,كفرصير,,النبطية,النبطية
676,676,كفروة,,النبطية,النبطية
677,677,المغر وبلا,,بشري,الشمال
678,678,بزعون,,بشري,الشمال
679,679,بشري حي السيدة,,بشري,الشمال
680,680,بشري حي المقدمين,,بشري,الشمال
681,681,القرعون,El-Karaoun,قضاءي البقاع الغربي وراشيا,البقاع
682,682,القرقف,El-Karkaf,عكار,عكار
683,683,بشري حي مار سابا,,بشري,الشمال
684,684,القريات,El-Krayat,عكار,عكار
685,685,بشري حي مار يوحنا,,بشري,الشمال
686,686,بقاعكفرا,,بشري,الشمال
687,687,القريه,El-Krayé,بعبدا,جبل لبنان
688,688,حدث الجبه,Hadeth-el-Jebbé,بشري,الشمال
689,689,القصيبه,El-Ksaibeh,النبطية,النبطية
690,690,القصيبه,El-Ksaibeh,بعبدا,جبل لبنان
691,691,القصير,El-Kousseir,قضاءي مرجعيون وحاصبيا,النبطية
692,692,مزرعة بني صعب,Mazraet-Beni-Saab,بشري,الشمال
693,693,وادي قنوبين,Wadi-kannoubine,بشري,الشمال
694,694,الحدث شمالي,,بعبدا,جبل لبنان
695,695,الحدث قبلي,,بعبدا,جبل لبنان
696,696,القلمون,Al-Kalmoune,مدينة طرابلس,الشمال
697,697,الشبانيه,,بعبدا,جبل لبنان
698,698,الشياح بئر العبد,,بعبدا,جبل لبنان
699,699,الشياح حي الكنيسة,,بعبدا,جبل لبنان
700,700,الشياح حي كرم الزيتون,,بعبدا,جبل لبنان
701,701,العربانية,,بعبدا,جبل لبنان
702,702,الغبيري بئر حسن,,بعبدا,جبل لبنان
703,703,الغبيري حي الجامع,,بعبدا,جبل لبنان
704,704,الفياضية,Deir Takla,بعبدا,جبل لبنان
705,705,القلعه,,بعبدا,جبل لبنان
706,706,الليلكه,,بعبدا,جبل لبنان
707,707,الكفور,El-Kfour,النبطية,النبطية
708,708,الكفور,El-Kfour,كسروان,جبل لبنان
709,709,الكفير,El-Kfeir,قضاءي مرجعيون وحاصبيا,النبطية
710,710,المرداشة,,بعبدا,جبل لبنان
711,711,المريجه,,بعبدا,جبل لبنان
712,712,الكنيسه,Al-Kneissé,قضاءي بعلبك والهرمل,بعلبك والهرمل
713,713,الكنيسه,Al-Kneissé,صور,الجنوب
714,714,الكنيسه,Al-Kneissé,بعبدا,جبل لبنان
715,715,الهلالية,,بعبدا,جبل لبنان
716,716,بتخنيه,,بعبدا,جبل لبنان
717,717,اللبوة,Al-Labouat,قضاءي بعلبك والهرمل,بعلبك والهرمل
718,718,اللقلوق,El-Laklouk,جبيل,جبل لبنان
719,719,برج البراجنة حي السنديان,,بعبدا,جبل لبنان
720,720,اللويزه,El-Louaizé,جزين,الجنوب
721,721,اللويزه,El-Louaizé,بعبدا,جبل لبنان
722,722,برج البراجنة حي السياد,,بعبدا,جبل لبنان
723,723,برج البراجنة حي المنشية,,بعبدا,جبل لبنان
724,724,بطشيه,,بعبدا,جبل لبنان
725,725,بعلشميه,,بعبدا,جبل لبنان
726,726,المجدل,El-Mejdel,الكورة,الشمال
727,727,المجدل,El-Mejdel,عكار,عكار
728,728,المجدل,El-Mejdel,جبيل,جبل لبنان
729,729,المجيديه,El-Majidiyé,قضاءي مرجعيون وحاصبيا,النبطية
730,730,المحاربيه,El-Mharbiyé,جزين,الجنوب
731,731,تحويطة الغدير,Tahouitat-el-Ghadir,بعبدا,جبل لبنان
732,732,المحمرة,Al-Mehamra,عكار,عكار
733,733,تحويطة النهر,,بعبدا,جبل لبنان
734,734,المختارة,El-Moukhtara,الشوف,جبل لبنان
735,735,جوار الحوز,Jouar el Haouz,بعبدا,جبل لبنان
736,736,المراديه,El-Mradiyeh,كسروان,جبل لبنان
737,737,المرج,Al-Marje,قضاءي البقاع الغربي وراشيا,البقاع
738,738,حارة البطم,,بعبدا,جبل لبنان
739,739,حارة حريك حي الرويس,,بعبدا,جبل لبنان
740,740,حارة حريك حي الكنيسة,,بعبدا,جبل لبنان
741,741,المروج,El-Mrouge,المتن,جبل لبنان
742,742,المريجات,El-Mreijate,عاليه,جبل لبنان
743,743,حارة حريك قرانوح,,بعبدا,جبل لبنان
744,744,حاصبيا المتن,Hasbaya-el Meten,بعبدا,جبل لبنان
745,745,المزرعة,Al-Mazraa,بيروت الثانية,بيروت
746,746,دير مار الياس الكحلونية,,بعبدا,جبل لبنان
747,747,راس الحرف,Ras-el-Harf,بعبدا,جبل لبنان
748,748,راس المتن,Ras el Meten,بعبدا,جبل لبنان
749,749,المشرف,El-Mouchref,الشوف,جبل لبنان
750,750,المشرفه,El-Mechrefeh,عاليه,جبل لبنان
751,751,رويسة البلوط,Roueissat-el-Ballout,بعبدا,جبل لبنان
752,752,زندوقه,,بعبدا,جبل لبنان
753,753,سبنيه,,بعبدا,جبل لبنان
754,754,المطيلب,El-Mtaileb,المتن,جبل لبنان
755,755,عين الرمانة,El-Remmané,بعبدا,جبل لبنان
756,756,قبيع,,بعبدا,جبل لبنان
757,757,المعنيه,El-Maaniyeh,الشوف,جبل لبنان
758,758,المعيصرة,El-Mouaïsra,قضاءي بعلبك والهرمل,بعلبك والهرمل
759,759,المعيصرة,El-Mouaïsra,كسروان,جبل لبنان
760,760,كفرسلوان,,بعبدا,جبل لبنان
761,761,المغيره,El-Mghaïré,جبيل,جبل لبنان
762,762,وادي شحرور السفلى,Wadi Chahrour el Soufla,بعبدا,جبل لبنان
763,763,وادي شحرور العليا,Wadi Chahrour el Olia,بعبدا,جبل لبنان
764,764,السلطانيه,,بنت جبيل,النبطية
765,765,بنت جبيل حي البركه,,بنت جبيل,النبطية
766,766,المكنونيه,El-Maknouniyé,جزين,الجنوب
767,767,بنت جبيل حي الجامع,,بنت جبيل,النبطية
768,768,بنت جبيل حي الحسينية,,بنت جبيل,النبطية
769,769,بنت جبيل حي الحواره,,بنت جبيل,النبطية
770,770,المنصوري,El-Mansouri,صور,الجنوب
771,771,المنصوريه,El-Mansouriyeh,المتن,جبل لبنان
772,772,المنصوريه,El-Mansouriyeh,عاليه,جبل لبنان
773,773,بنت جبيل حي عين الصغيرة,,بنت جبيل,النبطية
774,774,تبنين حي التحتاني,,بنت جبيل,النبطية
775,775,تبنين حي الفوقاني,,بنت جبيل,النبطية
776,776,المياسه,El-Mayassé,المتن,جبل لبنان
777,777,تبنين حي الكاثوليك,,بنت جبيل,النبطية
778,778,الميدان,El-Midan,جزين,الجنوب
779,779,تبنين حي آل بري,,بنت جبيل,النبطية
780,780,حاريص,,بنت جبيل,النبطية
781,781,حداثا,,بنت جبيل,النبطية
782,782,دير انطار,,بنت جبيل,النبطية
783,783,صفد البطيخ,Safad-el-Battikh,بنت جبيل,النبطية
784,784,عيتا الجبل,,بنت جبيل,النبطية
785,785,عيتا الشعب,Aïta-el-Chaab,بنت جبيل,النبطية
786,786,عين ابل حي الدير,,بنت جبيل,النبطية
787,787,عين ابل حي العين,,بنت جبيل,النبطية
788,788,عين ابل حي الكنيسة,,بنت جبيل,النبطية
789,789,غندورية,,بنت جبيل,النبطية
790,790,قوزح,,بنت جبيل,النبطية
791,791,كفره,,بنت جبيل,النبطية
792,792,مارون الراس,Maroune-el-Ras,بنت جبيل,النبطية
793,793,الاشرفية,Achrafieh,بيروت الأولى,بيروت
794,794,الرميل,Remeil,بيروت الأولى,بيروت
795,795,الصيفي,,بيروت الأولى,بيروت
796,796,المدور,,بيروت الأولى,بيروت
797,797,النبي عثمان,Al-Nabi Osman,قضاءي بعلبك والهرمل,بعلبك والهرمل
798,798,الباشورة,Bachoura,بيروت الثانية,بيروت
799,799,المرفأ,,بيروت الثانية,بيروت
800,800,المصيطبة,,بيروت الثانية,بيروت
801,801,النخله,En-Nakhlé,الكورة,الشمال
802,802,دار المريسة,,بيروت الثانية,بيروت
803,803,رأس بيروت,Ras Beyrouth,بيروت الثانية,بيروت
804,804,ميناء الحصن,Minet el-Hosn,بيروت الثانية,بيروت
805,805,ادونيس,,جبيل,جبل لبنان
806,806,افقا,,جبيل,جبل لبنان
807,807,البرباره,,جبيل,جبل لبنان
808,808,الجليسه,,جبيل,جبل لبنان
809,809,الريحانة,,جبيل,جبل لبنان
810,810,العاقورة - أ,,جبيل,جبل لبنان
811,811,الهد,El-Hed,عكار,عكار
812,812,العاقورة - م,,جبيل,جبل لبنان
813,813,الغابات,,جبيل,جبل لبنان
814,814,الفيدار,,جبيل,جبل لبنان
815,815,الهري,Al-Hery,البترون,الشمال
816,816,الكفر,,جبيل,جبل لبنان
817,817,المزاريب,,جبيل,جبل لبنان
818,818,المنصف,,جبيل,جبل لبنان
819,819,بخعاز,,جبيل,جبل لبنان
820,820,بزيون,,جبيل,جبل لبنان
821,821,بشتليدا,,جبيل,جبل لبنان
822,822,الوقف,Al-Wakf,زحلة,البقاع
823,823,بنتاعل,,جبيل,جبل لبنان
824,824,جنه ومار سركيس,,جبيل,جبل لبنان
825,825,حصارات,,جبيل,جبل لبنان
826,826,دملصا,,جبيل,جبل لبنان
827,827,دير القطاره,,جبيل,جبل لبنان
828,828,راس اسطا,Ras-Osta,جبيل,جبل لبنان
829,829,ساقية الخيط,Sakiet-el-Kheite,جبيل,جبل لبنان
830,830,سرعيتا,,جبيل,جبل لبنان
831,831,سقي رشميا,Saki-Rechmaya,جبيل,جبل لبنان
832,832,علمات الجنوبية,,جبيل,جبل لبنان
833,833,علمات الشمالية,,جبيل,جبل لبنان
834,834,بتدين اللقش,Bteddine El-Lekche,جزين,الجنوب
835,835,عنايا وكفربعال,,جبيل,جبل لبنان
836,836,عين الدلبة,,جبيل,جبل لبنان
837,837,عين الشلال,,جبيل,جبل لبنان
838,838,عين الغويبة,,جبيل,جبل لبنان
839,839,عين جرين,Aïn-Jraïne,جبيل,جبل لبنان
840,840,عين كفاع,,جبيل,جبل لبنان
841,841,فتري,,جبيل,جبل لبنان
842,842,قرطبا الجنوبية,,جبيل,جبل لبنان
843,843,قرطبا الشمالية,,جبيل,جبل لبنان
844,844,كفر كده,Kfar-Keddé,جبيل,جبل لبنان
845,845,كفر مسحون,,جبيل,جبل لبنان
846,846,مزرعة السياد,,جبيل,جبل لبنان
847,847,نهر ابراهيم,Nahr-Ibrahim,جبيل,جبل لبنان
848,848,الحسانيه,,جزين,الجنوب
849,849,الحمصية,,جزين,الجنوب
850,850,السريره,,جزين,الجنوب
851,851,العيشية,,جزين,الجنوب
852,852,برج الشمالي,Borge El-Chémali,صور,الجنوب
853,853,القطراني,,جزين,الجنوب
854,854,بحنين - كفرتعلا,,جزين,الجنوب
855,855,حيتوله - وادي الليمون,,جزين,الجنوب
856,856,برج حمود,Borge Hammoud,المتن,جبل لبنان
857,857,برج رحال,Bordje Rahhal,صور,الجنوب
858,858,برج قلاويه,Borge Kalaouiyé,بنت جبيل,النبطية
859,859,حيطوره,,جزين,الجنوب
860,860,ريمات وشقاديف,,جزين,الجنوب
861,861,زحلته,,جزين,الجنوب
862,862,صفارية,,جزين,الجنوب
863,863,عين مجدلين,,جزين,الجنوب
864,864,قتالة,,جزين,الجنوب
865,865,قطين وحيداب,,جزين,الجنوب
866,866,كفر جره,,جزين,الجنوب
