,Column1,Village Name,English Name,District Name,Mohafaza
1303,1303,عمار البيكات,Omar el-Beikate,عكار,عكار
1304,1304,الجوبانية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1305,1305,الحدث الشمالي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1306,1306,الحدث الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1307,1307,الحريقه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1308,1308,الحلانيه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1309,1309,الخريبه حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1310,1310,الخضر الشرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1311,1311,الخضر الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1312,1312,عيتا الفخار,Aïta El-Fokhar,قضاءي البقاع الغربي وراشيا,البقاع
1313,1313,الخضر حي الاشعل,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1314,1314,الخضر حي الجنوبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1315,1315,الخضر حي الشعب,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1316,1316,الريش حي الشرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1317,1317,الريش حي الشميس,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1318,1318,الريش حي الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1319,1319,الزرازير,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1320,1320,الزويتيني,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1321,1321,السعيده,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1322,1322,السويسة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1323,1323,الشربين,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1324,1324,الشواغير التحتا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1325,1325,عين الحلزون,Aïn El-Halzoune,عاليه,جبل لبنان
1326,1326,الشواغير الفوقا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1327,1327,الصوانية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1328,1328,عين الدلب,Aïn El-Delbé,قرى صيدا,الجنوب
1329,1329,العقيدية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1330,1330,العلاق,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1331,1331,الفاكهة حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1332,1332,الفاكهة حي مار جرجس,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1333,1333,القاع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1334,1334,عين الريحانه,Aïn El-Rihané,كسروان,جبل لبنان
1335,1335,القدام,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1336,1336,عين الزيت,Aïn El-Zeit,عكار,عكار
1337,1337,عين الزيتونه,Aïn -El-Zeitouné,المتن,جبل لبنان
1338,1338,القرينة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1339,1339,القصر,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1340,1340,الكواخ,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1341,1341,المعاصر,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1342,1342,النبي رشاده,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1343,1343,النبي سباط,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1344,1344,النبي شيت حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1345,1345,النبي شيت حي الجنوبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1346,1346,النبي شيت حي الشرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1347,1347,عين المير,Aïn el-Mir,جزين,الجنوب
1348,1348,عين بعال,Aïn Baal,صور,الجنوب
1349,1349,عين بورضاي,Aïn Bourday,قضاءي بعلبك والهرمل,بعلبك والهرمل
1350,1350,النبي شيت حي الشمالي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1351,1351,عين تراز,Aïn Traz,عاليه,جبل لبنان
1352,1352,عين تنتا,Aïn Tanta,عكار,عكار
1353,1353,عين جرفا,Aïn Jarfa,قضاءي مرجعيون وحاصبيا,النبطية
1354,1354,النبي شيت حي العريض,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1355,1355,النبي شيت حي العقبة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1356,1356,النبي شيت حي الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1357,1357,عين درافيل,Aïn Drafile,عاليه,جبل لبنان
1358,1358,النبي شيت حي طبشار,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1359,1359,عين زحلتا,Aïn Zhalta,الشوف,جبل لبنان
1360,1360,النبي نعام,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1361,1361,عين عار,Aïn Aar,المتن,جبل لبنان
1362,1362,عين عرب,Ain Aarab,قضاءي البقاع الغربي وراشيا,البقاع
1363,1363,عين عرب,Ain Aarab,قضاءي مرجعيون وحاصبيا,النبطية
1364,1364,عين عطا,Aïn Aata,قضاءي البقاع الغربي وراشيا,البقاع
1365,1365,عين عكرين,Aïn Akrine,الكورة,الشمال
1366,1366,النقرة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1367,1367,الهرمل حي الحارة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1368,1368,الهرمل حي الوقف,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1369,1369,عين قني,Aïn Kéni,الشوف,جبل لبنان
1370,1370,عين قنيا,Aïn Kinia,قضاءي مرجعيون وحاصبيا,النبطية
1371,1371,عين كسور,Aïn Ksour,عاليه,جبل لبنان
1372,1372,الهرمل حي بديتا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1373,1373,اليمونه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1374,1374,ايعات,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1375,1375,عين موفق,Aïn Mouaffak,بعبدا,جبل لبنان
1376,1376,بتدعي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1377,1377,برقه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1378,1378,عينبال,Aïn-Ebel,الشوف,جبل لبنان
1379,1379,بريتال اليونسية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1380,1380,بريتال حي التين,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1381,1381,بريتال شرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1382,1382,بريتال شميس,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1383,1383,بريتال شميس غربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1384,1384,بريتال عين البنيه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1385,1385,بريتال عين الجوز,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1386,1386,بريتال غربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1387,1387,بريصا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1388,1388,بيت ابو صليبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1389,1389,بيت مشيك,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1390,1390,تمنين الفوقا,Tamnine-el-Fauqa,قضاءي بعلبك والهرمل,بعلبك والهرمل
1391,1391,جبعا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1392,1392,جبوله,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1393,1393,جوار الحشيش,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1394,1394,حور تعلا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1395,1395,حور تعلا حي الشعب,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1396,1396,حور تعلا حي الوادي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1397,1397,حور تعلا حي حقل العرجة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1398,1398,قبة بشمرا,Kobbet Bchamra,عكار,عكار
1399,1399,حوش الذهب,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1400,1400,حوش الرافقه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1401,1401,حوش السيد علي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1402,1402,حوش النبي,Haouch el Nabi,قضاءي بعلبك والهرمل,بعلبك والهرمل
1403,1403,حوش تل صفيه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1404,1404,حوش سنيد,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1405,1405,قرنة شهوان,Kornet Chahouane,المتن,جبل لبنان
1406,1406,حي الزهراء,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1407,1407,حي الست,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1408,1408,حي الصلح,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1409,1409,حي العباسية,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1410,1410,حي عز الدين,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1411,1411,دار الواسعة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1412,1412,دورس حي البير,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1413,1413,دورس حي السيدة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1414,1414,قلود الباقية,Kloud El-Bakia,عكار,عكار
1415,1415,دورس حي الشحاديه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1416,1416,راس بعلبك,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1417,1417,قنابة برمانا,Kanabet Broummana,المتن,جبل لبنان
1418,1418,قنابة صليما,Kannabet Salima,المتن,جبل لبنان
1419,1419,رماسا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1420,1420,سرعين التحتا,Serraaine El Tahta,قضاءي بعلبك والهرمل,بعلبك والهرمل
1421,1421,سرعين الفوقا حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1422,1422,سرعين الفوقا حي الحارة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1423,1423,سرعين الفوقا شرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1424,1424,سرعين الفوقا غربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1425,1425,سهلات الماء,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1426,1426,شعت حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1427,1427,شعت حي الضهر,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1428,1428,شمسطار الجنوبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1429,1429,كرم سده,Karm Saddé,زغرتا,الشمال
1430,1430,شمسطار الشرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1431,1431,كروم عرب,Kroum Arabe,عكار,عكار
1432,1432,كفر الفتوح,Kefr El-Ftouh,عكار,عكار
1433,1433,كفر تبنيت,Kfar Tebnite,النبطية,النبطية
1434,1434,شمسطار الشمالي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1435,1435,كفر حبو,Kfar Habou,الضنية,الشمال
1436,1436,شمسطار الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1437,1437,صبوبا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1438,1438,كفر حزير,Kfar Hazir,الكورة,الشمال
1439,1439,صفرا,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1440,1440,كفر حمام,Kfar Hamame,قضاءي مرجعيون وحاصبيا,النبطية
1441,1441,كفر حورا,Kfar Haoura,زغرتا,الشمال
1442,1442,طاريا الجنوبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1443,1443,كفر رمان,Kfar Remmane,النبطية,النبطية
1444,1444,كفر زينا,Kfar Zeina,زغرتا,الشمال
1445,1445,طاريا الشمالي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1446,1446,كفر شلان,Kfar Chlane,الضنية,الشمال
1447,1447,كفر شليمان,Kfar Chleïman,البترون,الشمال
1448,1448,عرسال جنوبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1449,1449,عرسال شرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1450,1450,كفر عبيدا,Kfar Obeida,البترون,الشمال
1451,1451,كفر عقاب,Kfar Akab,المتن,جبل لبنان
1452,1452,عرسال شمالي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1453,1453,كفر فاقود,Kfar Fakoud,الشوف,جبل لبنان
1454,1454,عين السوداء,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1455,1455,غفره,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1456,1456,فلاوي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1457,1457,فيسان,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1458,1458,قبة دورس,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1459,1459,قلد السبع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1460,1460,كفربيت,Kfar-Bite,قرى صيدا,الجنوب
1461,1461,قلعة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1462,1462,قلعة غربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1463,1463,قنافذ,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1464,1464,كفردان الغربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1465,1465,كفردبش,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1466,1466,كفرحونه,Kefer-Houné,جزين,الجنوب
1467,1467,مراح العين,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1468,1468,مزرعة ابو صليبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1469,1469,مزرعة التوت,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1470,1470,مزرعة السيد,Mazraet-el-Siyad,قضاءي بعلبك والهرمل,بعلبك والهرمل
1471,1471,مزرعة الضليل,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1472,1472,مزرعة الفقيه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1473,1473,مزرعة آل سويدان,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1474,1474,مزرعة بيت الطشم,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1475,1475,كفرشلال,Kfar-Challal,قرى صيدا,الجنوب
1476,1476,مزرعة بيت مطر,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1477,1477,مزرعة سجد,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1478,1478,مصنع الزهرة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1479,1479,كفرفالوس,Kafr-Falouce,جزين,الجنوب
1480,1480,نبحا الحرفوش,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1481,1481,نبحا الدمدوم,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1482,1482,نبحا المحفارة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1483,1483,نبحا حي الجامع,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1484,1484,نبحا قليلة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1485,1485,وادي التركمان,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1486,1486,وادي الرطل,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1487,1487,وادي الزين,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1488,1488,كفور العربي,Kfour El-Arabi,البترون,الشمال
1489,1489,كفون,Kaïfoun,جبيل,جبل لبنان
1490,1490,وادي الصفا الشرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1491,1491,وادي العس,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1492,1492,وادي المشمشه,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1493,1493,وادي النيرة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1494,1494,وادي بنيت,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1495,1495,مار بطرس كرم التين,Mar Boutros Karm El-Tine,المتن,جبل لبنان
1496,1496,مار توما,Mar Touma,عكار,عكار
1497,1497,وادي فعرة,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1498,1498,مار ماما,Mar Mama,البترون,الشمال
1499,1499,مار مخايل بنابيل,Mar Mikhael Bnabil,المتن,جبل لبنان
1500,1500,يونين جنوبي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1501,1501,يونين شرقي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1502,1502,يونين شمالي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1503,1503,مجدل بعنا,Majdel Baana,عاليه,جبل لبنان
1504,1504,يونين غربي,,قضاءي بعلبك والهرمل,بعلبك والهرمل
1505,1505,مجدل ترشيش,Majdel Tarchiche,المتن,جبل لبنان
1506,1506,مجدل سلم,Majdel Selm,قضاءي مرجعيون وحاصبيا,النبطية
1507,1507,ابل السقي,,قضاءي مرجعيون وحاصبيا,النبطية
1508,1508,مجدلايا,Mejdlaya,عاليه,جبل لبنان
1509,1509,ابو قمحه,,قضاءي مرجعيون وحاصبيا,النبطية
1510,1510,الجديدة حي السراي,,قضاءي مرجعيون وحاصبيا,النبطية
1511,1511,الجديدة حي العيون,,قضاءي مرجعيون وحاصبيا,النبطية
1512,1512,الجديدة حي القلعة,,قضاءي مرجعيون وحاصبيا,النبطية
1513,1513,الجديدة حي المدارس,,قضاءي مرجعيون وحاصبيا,النبطية
1514,1514,الخيام جنوبي,,قضاءي مرجعيون وحاصبيا,النبطية
1515,1515,الخيام شرقي,,قضاءي مرجعيون وحاصبيا,النبطية
1516,1516,الخيام شمالي,,قضاءي مرجعيون وحاصبيا,النبطية
1517,1517,الخيام غربي,,قضاءي مرجعيون وحاصبيا,النبطية
1518,1518,الدلافة,,قضاءي مرجعيون وحاصبيا,النبطية
1519,1519,الفرديس,,قضاءي مرجعيون وحاصبيا,النبطية
1520,1520,القليعه,,قضاءي مرجعيون وحاصبيا,النبطية
1521,1521,الماري,,قضاءي مرجعيون وحاصبيا,النبطية
1522,1522,الهبارية,,قضاءي مرجعيون وحاصبيا,النبطية
1523,1523,الوزاني,,قضاءي مرجعيون وحاصبيا,النبطية
1524,1524,برج الملوك,,قضاءي مرجعيون وحاصبيا,النبطية
1525,1525,بويضة,,قضاءي مرجعيون وحاصبيا,النبطية
1526,1526,حاصبيا حي السراي,,قضاءي مرجعيون وحاصبيا,النبطية
1527,1527,حاصبيا حي العين,,قضاءي مرجعيون وحاصبيا,النبطية
1528,1528,مزرعة الشوف,Mazraet El-Chouf,الشوف,جبل لبنان
1529,1529,حاصبيا حي الفوقاني,,قضاءي مرجعيون وحاصبيا,النبطية
1530,1530,مزرعة الضهر,Mazraet El-Dahr,الشوف,جبل لبنان
1531,1531,حاصبيا حي صفيفة,,قضاءي مرجعيون وحاصبيا,النبطية
1532,1532,رب ثلاثين,,قضاءي مرجعيون وحاصبيا,النبطية
1533,1533,سرده والعمره,,قضاءي مرجعيون وحاصبيا,النبطية
1534,1534,شبعا شرقي,,قضاءي مرجعيون وحاصبيا,النبطية
1535,1535,مزرعة النهر,Mazraet El-Nahr,زغرتا,الشمال
1536,1536,مزرعة النهر,Mazraet El-Nahr,عاليه,جبل لبنان
1537,1537,شبعا غربي,,قضاءي مرجعيون وحاصبيا,النبطية
1538,1538,مزرعة بلده,Mazraat Baldé,عكار,عكار
1539,1539,طلوسه,,قضاءي مرجعيون وحاصبيا,النبطية
1540,1540,عديسه,,قضاءي مرجعيون وحاصبيا,النبطية
1541,1541,قنطره,,قضاءي مرجعيون وحاصبيا,النبطية
1542,1542,كفرشوبا,,قضاءي مرجعيون وحاصبيا,النبطية
1543,1543,مرج الزهور,,قضاءي مرجعيون وحاصبيا,النبطية
1544,1544,ميس الجبل جنوبي,,قضاءي مرجعيون وحاصبيا,النبطية
1545,1545,ميس الجبل شرقي,,قضاءي مرجعيون وحاصبيا,النبطية
1546,1546,مزرعة عساف,Mazraet Assaf,بشري,الشمال
1547,1547,مزرعة مشرف,Mazraat Mechref,صور,الجنوب
1548,1548,ميس الجبل شمالي,,قضاءي مرجعيون وحاصبيا,النبطية
1549,1549,ميس الجبل غربي,,قضاءي مرجعيون وحاصبيا,النبطية
1550,1550,ادما والدفنه,,كسروان,جبل لبنان
1551,1551,اغبه,,كسروان,جبل لبنان
1552,1552,مشتى حسن,Machta Hassan,عكار,عكار
1553,1553,مشتى حمود,Machta Hammoud,عكار,عكار
1554,1554,السهيله,,كسروان,جبل لبنان
1555,1555,العقيبه,,كسروان,جبل لبنان
1556,1556,مشموشه,Machmouché,جزين,الجنوب
1557,1557,القليعات,,كسروان,جبل لبنان
1558,1558,النموره وكفر جريف,,كسروان,جبل لبنان
1559,1559,معاصر الشوف,Maasser el-Chouf,الشوف,جبل لبنان
1560,1560,معاصر بيت الدين,Maasser Beit Eddine,الشوف,جبل لبنان
1561,1561,بطحا,,كسروان,جبل لبنان
1562,1562,بقعاتة عشقوت,Bekaatet-Achkoute,كسروان,جبل لبنان
1563,1563,بقعتوته,,كسروان,جبل لبنان
1564,1564,جورة الترمس,,كسروان,جبل لبنان
1565,1565,حارة صخر,Jounieh Haret Sakhr,كسروان,جبل لبنان
1566,1566,حياطه,,كسروان,جبل لبنان
1567,1567,زعيتره,,كسروان,جبل لبنان
1568,1568,زوق مكايل,,كسروان,جبل لبنان
1569,1569,ساحل علما,,كسروان,جبل لبنان
1570,1570,شننعير,,كسروان,جبل لبنان
1571,1571,شوان والعبره,,كسروان,جبل لبنان
1572,1572,عين الدلبه,Aïn-el-Delbé,كسروان,جبل لبنان
1573,1573,عينطوره,,كسروان,جبل لبنان
1574,1574,غادير,,كسروان,جبل لبنان
1575,1575,غزير الجامع,,كسروان,جبل لبنان
1576,1576,غزير القناة,,كسروان,جبل لبنان
1577,1577,غزير المعاملتين,,كسروان,جبل لبنان
1578,1578,كفرتيه,,كسروان,جبل لبنان
1579,1579,كفردبيان,,كسروان,جبل لبنان
1580,1580,كفرياسين,Kfar Yassine,كسروان,جبل لبنان
1581,1581,نهر الذهب,,كسروان,جبل لبنان
1582,1582,هرهريا والقطين,,كسروان,جبل لبنان
1583,1583,وطى الجوز,Wata-El-Jaouz,كسروان,جبل لبنان
1584,1584,وادي الحور,Wadi el-Haour,عكار,عكار
1585,1585,صيدا حي الدكرمان,,مدينة صيدا,الجنوب
1586,1586,وادي الدير,Wadi El-Deir,الشوف,جبل لبنان
1587,1587,صيدا حي الزويتيني,,مدينة صيدا,الجنوب
1588,1588,صيدا حي السبيل,,مدينة صيدا,الجنوب
1589,1589,وادي الست,Wadi El-Sit,الشوف,جبل لبنان
1590,1590,صيدا حي السراي,,مدينة صيدا,الجنوب
1591,1591,صيدا حي الشارع,,مدينة صيدا,الجنوب
1592,1592,وادي الكرم,Wadi El-Karm,قضاءي بعلبك والهرمل,بعلبك والهرمل
1593,1593,وادي الكرم,Wadi El-Karm,المتن,جبل لبنان
1594,1594,صيدا حي القناية,,مدينة صيدا,الجنوب
1595,1595,صيدا حي الكشك,,مدينة صيدا,الجنوب
1596,1596,صيدا حي الكنان,,مدينة صيدا,الجنوب
1597,1597,وادي بعنقودين,Wadi Baankoudine,جزين,الجنوب
1598,1598,صيدا حي المسالخية,,مدينة صيدا,الجنوب
1599,1599,صيدا حي الوسطاني,,مدينة صيدا,الجنوب
1600,1600,وادي جزين,Wadi Djezzine,جزين,الجنوب
1601,1601,صيدا حي رجال الاربعين,,مدينة صيدا,الجنوب
1602,1602,صيدا حي مار نقولا,Al-Mouzeihmé,مدينة صيدا,الجنوب
1603,1603,صيدا حي مكسر العبد,,مدينة صيدا,الجنوب
1604,1604,وادي شاهين,Wadi Chahine,المتن,جبل لبنان
1605,1605,التبانة,,مدينة طرابلس,الشمال
1606,1606,الحدادين,,مدينة طرابلس,الشمال
1607,1607,الحديد,,مدينة طرابلس,الشمال
1608,1608,الرمانة,,مدينة طرابلس,الشمال
1609,1609,الزاهرية,,مدينة طرابلس,الشمال
1610,1610,السويقه,,مدينة طرابلس,الشمال
1611,1611,وطى المروج,Wata El-Mrouge,المتن,جبل لبنان
1612,1612,وطى حوب,Wata Houb,البترون,الشمال
1613,1613,يارون,Yaroune,بنت جبيل,النبطية
1614,1614,يارين,Yarine,صور,الجنوب
1615,1615,ياطر,Yater,بنت جبيل,النبطية
1616,1616,يانوح,Yanouh,صور,الجنوب
1617,1617,يانوح,Yanouh,جبيل,جبل لبنان
1618,1618,يحشوش,Yahchouche,كسروان,جبل لبنان
1619,1619,يحفوفا,Yahfoufa,قضاءي بعلبك والهرمل,بعلبك والهرمل
1620,1620,يحمر,Yohmor,قضاءي البقاع الغربي وراشيا,البقاع
1621,1621,يحمر,Yohmor,النبطية,النبطية
1622,1622,ينطا,Yanta,قضاءي البقاع الغربي وراشيا,البقاع
1623,1623,القبة,,مدينة طرابلس,الشمال
1624,1624,المهاترة,,مدينة طرابلس,الشمال
1625,1625,الميناء,,مدينة طرابلس,الشمال
1626,1626,النوري,,مدينة طرابلس,الشمال
1627,1627,وادي النحلة,,مدينة طرابلس,الشمال
